Stiffness_N_m,Damping_Ns_m,RMS_Acceleration_m_s2,Max_Suspension_Travel_m,Max_Tire_Deflection_m,Max_Dynamic_Tire_Force_N
22000,1000,2.20996972969455,0.0843768583619255,0.0190431827288427,3618.20471848012
23000,1000,2.30231618653809,0.0854786258907458,0.0191620054817781,3640.78104153784
24000,1000,2.39815085154179,0.0865248670119286,0.0192539337169385,3658.24740621831
25000,1000,2.4975377637741,0.0875154914344519,0.019319081194699,3670.62542699281
10000,1250,1.55463076237316,0.0876384020527896,0.0191233137574323,3633.42961391214
11000,1250,1.59556081130478,0.086653568829316,0.0191387081833322,3636.35455483312
12000,1250,1.63998819992619,0.0855610243257842,0.019163431647835,3641.05201308865
13000,1250,1.68778532112038,0.084834244687874,0.0191964915204762,3647.33338889047
14000,1250,1.73880300858502,0.0841206546292551,0.0192294770081471,3653.60063154795
15000,1250,1.79285905117995,0.0834269776517435,0.0192624497532498,3659.86545311746
16000,1250,1.84977113500478,0.082740452166633,0.0192981745160532,3666.65315805012
17000,1250,1.90941154454295,0.0820608472043048,0.0193338159082095,3673.42502255981
18000,1250,1.97174143583263,0.0813901926019714,0.0193693741139558,3680.1810816516
19000,1250,2.03680047375728,0.0807361678053474,0.0194048493171573,3686.92137025988
20000,1250,2.10466124341009,0.0810789484906604,0.0194755581918085,3700.35605644361
21000,1250,2.17537887618653,0.0821658433847659,0.0195679954100106,3717.91912790201
22000,1250,2.24896218536388,0.0831990850800127,0.0196570620230835,3734.84178438587
23000,1250,2.32537138268131,0.0841804656289539,0.0197365860142842,3749.951342714
24000,1250,2.40452738924954,0.0851159272891608,0.0198022420673408,3762.42599279475
25000,1250,2.48631219349385,0.0860040551694441,0.0198531487273687,3772.09825820005
10000,1500,1.76862822035854,0.0840218403354855,0.019821589378831,3766.1019819779
11000,1500,1.80165383530559,0.0832425741699437,0.0198489226341976,3771.29530049755
12000,1500,1.83760571783492,0.0824002604407428,0.0198826523065055,3777.70393823604
13000,1500,1.87641247055529,0.0816900916616362,0.0199190901071407,3784.62712035672
14000,1500,1.91799721757038,0.0810345646394574,0.0199554412688681,3791.53384108494
15000,1500,1.96227740763166,0.0803880709247609,0.0199917059878117,3798.42413768422
16000,1500,2.00917134134263,0.0797479240647805,0.0200278844596886,3805.29804734083
17000,1500,2.05860930411344,0.0791140618711514,0.0200639768798099,3812.15560716388
18000,1500,2.11054205539755,0.0784962612601812,0.0200999834430815,3818.99685418549
19000,1500,2.16494074208123,0.0793069865034017,0.020135904344005,3825.82182536095
20000,1500,2.22178784901819,0.0803252042658367,0.0201978576948737,3837.592962026
21000,1500,2.28106369085167,0.081295345781194,0.0202647699978685,3850.30629959501
22000,1500,2.34273398181405,0.0822189592557773,0.0203299940800758,3862.69887521441
23000,1500,2.40674147084421,0.0830975447342796,0.0203903250960307,3874.16176824583
24000,1500,2.47300113299955,0.0839325556489307,0.020443141326844,3884.19685210036
25000,1500,2.54139657145289,0.0847254003168327,0.0204865632586532,3892.4470191441
10000,1750,1.98832025695009,0.080825504649036,0.0205375438700986,3902.13333531874
11000,1750,2.01580867819783,0.0801558913434866,0.0205704886682801,3908.39284697323
12000,1750,2.04574869231284,0.0794538887366295,0.0206060991728123,3915.15884283434
13000,1750,2.07810605957495,0.0787942465683416,0.0206429344155929,3922.15753896265
14000,1750,2.11284212499006,0.078183240581034,0.0206796805081178,3929.13929654239
15000,1750,2.14991507568244,0.0775780804653055,0.0207163376569809,3936.10415482638
16000,1750,2.18928186213542,0.0769788868828899,0.0207552911421296,3943.50531700462
17000,1750,2.23090076976338,0.0767986029896009,0.0207946654726888,3950.98643981088
18000,1750,2.27473342826806,0.0777769364162675,0.0208339411905411,3958.44882620281
19000,1750,2.32074489979205,0.0787311507886105,0.0208742883210944,3966.11478100793
20000,1750,2.36890135708333,0.0796420799885212,0.0209264985354144,3976.03472172873
21000,1750,2.41916597092376,0.0805110696853693,0.0209794324069995,3986.0921573299
22000,1750,2.47149422452906,0.0813394250486744,0.0210314049859519,3995.96694733087
23000,1750,2.52582975157933,0.082128412002074,0.0210807587974782,4005.34417152087
24000,1750,2.58210126342048,0.0828792584372706,0.0211265625296668,4014.04688063668
25000,1750,2.64022066355443,0.0835931553892385,0.0211694877326712,4022.20266920753
10000,2000,2.20917710517267,0.0779251580170627,0.0228021021715085,4332.39941258662
11000,2000,2.23262421602764,0.0773273880108673,0.0227043566626659,4313.82776590653
12000,2000,2.2581438666088,0.0767175499303445,0.0226244346055658,4298.6425750575
13000,2000,2.28572123460643,0.0761049877903462,0.0225614095291913,4286.66781054634
14000,2000,2.31533737327472,0.0755310453659466,0.0225148350060012,4277.81865114023
15000,2000,2.34697016918921,0.0749681625171001,0.0224844090628059,4272.03772193311
16000,2000,2.38059514746956,0.0755325832989484,0.0224700471705949,4269.30896241303
17000,2000,2.41618619586919,0.0764404882671477,0.0224731117282443,4269.89122836642
18000,2000,2.45371602762514,0.0773162776315975,0.022495574583942,4274.15917094897
19000,2000,2.49315610184175,0.0781705779579444,0.0225350741763546,4281.66409350738
